name,age,gender,profession,morality,brutishness,mercantileAbility,craftingAbility,cleverness,lawfulness
Cara,73,Female,Adventurer,98,18,69,100,92,57
Jewel,25,Female,None,60,74,9,21,7,26
Adele,77,Female,Mercenary,46,34,87,81,42,63
Rebekah,79,Female,Craftsman,12,86,14,21,72,57
Lucinda,85,Female,Miner,25,35,31,94,12,98
Dorthy,15,Female,Craftsman,37,93,63,47,53,88
Chris,27,Female,Farmer,49,29,71,52,42,34
Effie,70,Female,Craftsman,75,62,48,6,96,68
Trina,40,Female,Panhandler,3,36,60,73,72,10
Reba,49,Female,Miner,98,34,88,22,2,24
Janie,84,Female,Craftsman,29,6,91,75,42,43
Shari,53,Female,Scavenger,28,31,39,28,1,38
Latasha,52,Female,Adventurer,59,2,47,0,27,36
Lottie,47,Female,Scavenger,79,54,60,62,38,73
Kerri,10,Female,Mercenary,42,86,1,20,15,21
Trisha,43,Female,Scavenger,73,93,22,38,16,42
Nikki,48,Female,Farmer,12,22,52,17,89,82
Estella,72,Female,Farmer,11,24,42,70,24,100
Francisca,57,Female,Craftsman,23,60,91,23,89,24
Josie,82,Female,None,6,69,12,42,15,60
Tracie,62,Female,None,76,100,94,43,93,3
Marissa,78,Female,Panhandler,41,99,25,74,47,100
Karin,54,Female,Craftsman,35,17,54,56,46,97
Lee,23,Female,Panhandler,44,26,46,25,80,61
Brittney,17,Female,Miner,20,38,77,48,31,99
Janelle,28,Female,Scavenger,31,0,92,31,45,100
Lourdes,90,Female,Miner,83,24,98,79,65,76
Laurel,76,Female,None,51,85,32,87,52,83
Helene,65,Female,Panhandler,50,73,19,0,74,2
Fern,52,Female,Farmer,40,87,80,71,89,90
Elva,65,Female,Merchant,93,26,48,12,4,27
Corinne,64,Female,None,23,68,49,10,18,72
Kelsey,88,Female,Merchant,79,57,24,44,63,26
Ina,63,Female,Merchant,3,68,57,73,79,10
Shawn,95,Female,Farmer,82,44,90,2,45,52
Sallie,87,Female,Craftsman,31,49,4,2,3,32
Aurora,25,Female,Merchant,21,64,47,84,75,43
Lenora,10,Female,Panhandler,50,38,89,57,47,3
Etta,34,Female,Adventurer,59,80,55,28,69,22
Elisabeth,14,Female,None,52,79,9,78,57,50
Christa,89,Female,Merchant,29,57,55,36,35,51
Candace,52,Female,Mercenary,44,2,28,97,67,56
Eugenia,30,Female,Merchant,48,21,56,77,46,53
Aida,58,Female,Craftsman,69,80,0,79,31,4
Caitlin,63,Female,Scavenger,20,87,20,21,29,22
Ingrid,74,Female,Farmer,90,9,6,38,71,79
Iva,48,Female,Panhandler,95,43,6,42,3,96
Goldie,13,Female,Craftsman,68,48,31,60,39,50
Cassie,78,Female,None,51,14,19,18,87,6
Maude,60,Female,Farmer,22,57,90,28,25,86
Jenifer,82,Female,Craftsman,64,33,83,60,17,100
Therese,39,Female,Adventurer,51,20,1,27,86,65
Frankie,32,Female,Panhandler,47,35,24,8,62,45
Dena,28,Female,Merchant,2,87,96,40,37,46
Lorna,46,Female,Scavenger,48,22,81,14,41,45
Janette,43,Female,Scavenger,72,42,50,89,57,50
Latonya,100,Female,Merchant,14,86,100,17,7,79
Candy,42,Female,None,58,68,46,19,26,32
Morgan,78,Female,Merchant,27,98,2,83,28,51
Consuelo,58,Female,Mercenary,0,40,12,68,25,68
Tamika,96,Female,Mercenary,27,18,26,1,14,54
Rosetta,83,Female,None,43,18,23,33,72,76
Debora,41,Female,Panhandler,61,33,12,39,7,51
Cherie,15,Female,Merchant,64,25,76,14,70,84
Polly,19,Female,Merchant,87,49,95,28,15,69
Dina,83,Female,Miner,15,47,39,31,29,79
Fay,67,Female,Adventurer,10,11,22,79,80,3
Jillian,61,Female,Craftsman,25,16,75,64,52,36
Dorothea,75,Female,Miner,12,98,62,51,14,45
Nell,83,Female,Farmer,78,76,99,60,79,28
Trudy,56,Female,Miner,63,76,82,78,0,97
Esperanza,73,Female,None,5,12,12,40,74,57
Patrica,50,Female,Craftsman,50,99,43,60,26,42
Kimberley,99,Female,Farmer,0,85,85,62,81,79
Shanna,12,Female,Miner,46,3,95,72,12,83
Helena,48,Female,Merchant,94,68,38,97,39,93
Carolina,57,Female,Miner,8,86,74,9,37,66
Bettie,68,Female,Mercenary,28,25,3,10,95,53
Jewell,49,Female,Scavenger,64,21,2,61,71,87
Cleo,64,Female,Adventurer,13,23,23,37,78,69
Stefanie,99,Female,Merchant,47,11,39,83,58,77
Ola,97,Female,Merchant,95,90,3,34,69,32
Mollie,15,Female,Merchant,65,79,100,98,28,18
Lupe,92,Female,Adventurer,15,5,93,1,94,82
Janine,87,Female,Adventurer,40,61,83,22,29,0
Rosario,90,Female,Merchant,68,10,89,83,14,96
Alisa,69,Female,Farmer,68,3,10,61,18,4
Lou,71,Female,None,86,15,57,60,20,94
Maribel,16,Female,Scavenger,68,85,11,81,7,22
Susana,89,Female,Scavenger,46,82,78,29,45,16
Elise,13,Female,Farmer,42,77,30,54,39,0
Cecile,20,Female,Adventurer,32,45,27,53,41,23
Isabelle,83,Female,Panhandler,58,61,83,64,9,29
Lesley,93,Female,Farmer,13,46,97,60,0,18
Susanne,40,Female,Miner,13,2,5,26,78,89
Alta,49,Female,Adventurer,94,55,0,81,41,76
Ester,33,Female,Adventurer,62,8,78,80,24,81
Petra,78,Female,Merchant,67,4,18,28,62,45
Graciela,21,Female,None,79,91,70,65,30,26
Imogene,21,Female,Miner,24,14,85,9,48,63
Jolene,87,Female,None,65,64,24,61,60,14
Keisha,50,Female,Farmer,95,52,49,54,3,94
Lacey,34,Female,Panhandler,43,34,11,68,11,13
Glenna,96,Female,Mercenary,80,4,50,91,32,2
Gabriela,25,Female,Adventurer,86,86,72,45,92,18
Keri,58,Female,None,89,85,11,49,90,56
Ursula,10,Female,Miner,79,75,14,0,53,19
Lizzie,36,Female,Miner,63,26,77,90,70,91
Kirsten,53,Female,Miner,71,38,16,76,64,25
Shana,41,Female,Panhandler,22,90,17,57,35,5
Adeline,90,Female,Scavenger,7,27,64,5,9,7
Mayra,12,Female,Adventurer,35,81,58,100,76,4
Jayne,63,Female,Craftsman,0,100,91,28,68,6
Daphne,45,Female,None,44,63,17,52,89,28
Jaclyn,10,Female,Miner,22,76,71,7,6,34
Gracie,65,Female,Mercenary,95,40,30,54,75,10
Sondra,16,Female,Mercenary,20,11,98,11,22,53
Carmela,85,Female,None,35,41,41,67,78,78
Marisa,30,Female,Craftsman,11,21,89,70,67,41
Rosalind,10,Female,Merchant,62,7,53,77,74,8
Charity,21,Female,Scavenger,11,77,94,59,52,88
Tonia,79,Female,Craftsman,85,11,40,81,100,10
Beatriz,61,Female,Miner,7,31,52,12,75,59
Marisol,75,Female,Craftsman,24,14,14,39,3,98
Jeanine,94,Female,Adventurer,30,97,87,12,71,93
Clarice,40,Female,Adventurer,39,18,80,23,16,67
Sheena,24,Female,Scavenger,60,22,71,55,19,94
Angeline,35,Female,Miner,43,82,9,13,65,51
Frieda,47,Female,None,97,46,0,58,56,43
Lily,22,Female,None,42,21,90,83,77,25
Robbie,32,Female,Adventurer,85,88,89,94,50,93
Shauna,14,Female,None,62,50,72,91,48,12
Millie,32,Female,Scavenger,88,0,50,50,93,90
Cathleen,81,Female,None,63,57,11,15,30,5
Angelia,49,Female,Merchant,1,20,20,80,77,74
Gabrielle,41,Female,Panhandler,17,5,45,6,98,32
Autumn,58,Female,Miner,71,10,29,38,25,28
Katharine,16,Female,Scavenger,96,89,20,54,98,58
Summer,57,Female,Panhandler,59,38,90,36,4,78
Jodie,84,Female,None,66,19,70,14,88,38
Staci,25,Female,None,20,41,19,84,34,64
Bette,42,Female,Mercenary,17,64,17,67,58,92
Christi,71,Female,Adventurer,12,63,77,98,90,13
Lea,45,Female,Farmer,33,14,10,42,84,11
Jocelyn,69,Female,Mercenary,31,27,61,23,65,52
Elma,64,Female,Merchant,60,67,0,72,16,37
Luella,39,Female,Miner,21,22,88,96,65,83
Margret,67,Female,Adventurer,82,97,98,67,54,93
Dominique,59,Female,Panhandler,24,55,7,63,30,18
Socorro,96,Female,Miner,43,12,42,79,9,2
Rene,41,Female,Farmer,96,12,97,98,36,73
Paige,21,Female,None,92,72,41,14,46,99
Margo,88,Female,Panhandler,15,0,2,98,5,49
Mavis,11,Female,Mercenary,73,18,71,36,54,78
Callie,83,Female,Farmer,83,49,14,98,17,56
Bobbi,89,Female,Farmer,23,69,39,26,69,73
Maritza,37,Female,Mercenary,51,64,77,19,21,22
Lucile,54,Female,Merchant,24,26,81,100,68,8
Leanne,99,Female,Adventurer,93,73,56,81,48,55
Jeannine,65,Female,None,77,77,90,36,76,98
Deana,43,Female,Merchant,49,51,27,76,76,26
Aileen,76,Female,Craftsman,7,77,42,54,53,63
Lorie,46,Female,Merchant,68,23,51,38,11,93
Ladonna,82,Female,Panhandler,43,62,29,81,21,21
Willa,99,Female,Farmer,80,65,54,59,72,21
Manuela,69,Female,None,48,87,39,99,99,94
Gale,42,Female,Farmer,76,85,1,21,63,59
Selma,99,Female,Adventurer,98,71,32,68,29,17
Dolly,50,Female,Adventurer,0,25,49,22,16,0
Martina,76,Female,Panhandler,14,73,74,24,2,32
Sybil,53,Female,None,23,6,80,42,90,1
Abby,16,Female,Farmer,33,95,99,17,0,27
Lara,42,Female,None,55,53,57,51,7,51
Dale,70,Female,Scavenger,12,29,78,100,100,28
Ivy,84,Female,Scavenger,49,32,49,19,58,91
Claudette,86,Female,Panhandler,98,51,5,8,8,31
Jimmie,91,Female,Farmer,75,53,10,73,43,2
Dee,96,Female,Adventurer,40,97,97,71,92,16
Winnie,26,Female,Mercenary,63,53,21,0,45,15
Justine,32,Female,None,35,75,17,13,39,47
Marcy,26,Female,Mercenary,29,81,71,76,3,78
Jeri,37,Female,Craftsman,36,82,55,96,83,88
Luisa,72,Female,Adventurer,47,14,68,11,91,37
Magdalena,36,Female,Merchant,72,69,21,48,80,34
Ofelia,14,Female,Scavenger,86,46,99,81,88,74
Meagan,92,Female,Scavenger,74,23,56,22,77,80
Audra,66,Female,Farmer,25,48,19,76,51,76
Matilda,69,Female,None,60,38,14,90,100,23
Leila,72,Female,None,31,57,43,37,2,55
Cornelia,61,Female,Adventurer,71,57,1,73,72,54
Joni,46,Female,Merchant,34,84,14,78,26,56
Rachelle,67,Female,Miner,19,13,60,32,90,72
Leola,63,Female,Craftsman,47,51,45,15,5,43
Georgina,48,Female,Mercenary,39,21,79,64,60,53
Eliza,42,Female,Mercenary,98,96,79,82,46,46
Leann,34,Female,Miner,87,68,74,41,84,89
Bridgette,98,Female,Farmer,96,73,86,48,79,42
Rhoda,68,Female,Panhandler,74,4,12,98,77,90
Haley,31,Female,Panhandler,100,98,81,67,5,94
Adela,30,Female,Merchant,16,59,78,18,80,78
Nola,32,Female,Miner,83,32,87,82,65,48
Bernadine,88,Female,Farmer,21,86,2,19,40,62
Flossie,72,Female,Farmer,20,88,73,38,17,1
Ila,53,Female,Panhandler,92,67,88,59,86,56
Greta,78,Female,Mercenary,53,98,100,84,89,95
Ruthie,51,Female,Merchant,10,9,27,11,86,96
Nelda,35,Female,Farmer,65,43,71,50,67,0
Minerva,47,Female,Miner,89,17,40,54,48,96
Lilly,99,Female,Miner,57,3,0,9,63,82
Terrie,48,Female,Miner,94,7,79,67,17,73
Letha,78,Female,None,12,20,78,76,69,73
Bianca,44,Female,Panhandler,83,43,69,11,66,91
Simone,100,Female,Adventurer,81,44,21,62,34,48
Bettye,23,Female,Craftsman,14,7,45,41,23,47
Randi,56,Female,None,66,17,41,41,50,59
Virgie,53,Female,Adventurer,61,6,21,6,6,6
Latisha,89,Female,Merchant,77,2,41,7,54,98
Barbra,74,Female,Merchant,31,48,38,69,47,5
Hilary,93,Female,Merchant,34,57,21,95,19,48
Estela,62,Female,Craftsman,91,19,47,8,96,9
Valarie,86,Female,Craftsman,39,57,66,56,24,95
Brianna,41,Female,Panhandler,72,93,3,29,84,21
Rosalyn,94,Female,Merchant,59,25,41,97,66,82
Earline,67,Female,Craftsman,61,44,90,46,22,45
Catalina,32,Female,Mercenary,89,83,53,79,100,61
Ava,31,Female,Panhandler,8,34,62,33,62,80
Mia,99,Female,Panhandler,60,37,69,65,44,21
Rae,74,Female,None,50,53,43,29,70,39
Dona,92,Female,Craftsman,7,81,29,87,43,22
Ericka,70,Female,Miner,57,14,36,12,21,63
Jami,19,Female,Scavenger,96,18,83,56,33,41
Elnora,39,Female,Adventurer,75,84,82,10,34,67
Chandra,11,Female,Scavenger,86,90,50,84,44,38
Lenore,24,Female,Merchant,96,39,10,68,22,60
Neva,34,Female,Craftsman,40,58,55,44,50,64
Marylou,57,Female,Miner,15,58,87,4,78,66
Melisa,22,Female,Adventurer,54,41,12,58,37,82
Tabatha,63,Female,Miner,38,73,20,19,71,80
Serena,100,Female,Merchant,69,50,74,78,31,73
Avis,23,Female,Scavenger,3,60,38,14,71,25
Allie,77,Female,Scavenger,90,13,89,41,94,87
Sofia,31,Female,Craftsman,50,33,12,39,74,19
Jeanie,77,Female,Scavenger,63,33,23,93,0,23
Odessa,32,Female,None,41,77,72,38,2,30
Nannie,82,Female,Adventurer,7,29,25,93,18,5
Clarissa,72,Female,Adventurer,33,47,51,37,100,23
Lidia,66,Female,Craftsman,20,0,74,46,15,5
Corrine,43,Female,Miner,7,27,36,1,52,21
Alexandria,63,Female,Scavenger,65,45,55,58,4,100
Concepcion,11,Female,Craftsman,2,57,19,66,34,35
Tia,29,Female,Miner,23,23,77,94,64,39
Sharron,65,Female,Miner,37,72,9,29,47,38
Harriett,99,Female,Scavenger,88,21,99,11,22,5
Loraine,82,Female,Adventurer,15,7,62,66,23,9
Penelope,13,Female,Mercenary,59,14,47,61,71,82
Milagros,97,Female,Farmer,47,60,27,73,36,51
Emilia,25,Female,Panhandler,7,77,44,93,8,4
Benita,85,Female,Miner,34,69,39,72,97,30
Allyson,35,Female,Panhandler,16,92,14,63,69,92
Ashlee,17,Female,None,17,57,65,28,44,32
Tania,68,Female,None,33,44,97,57,11,39
Noreen,57,Female,None,21,96,75,69,84,68
Tameka,71,Female,Scavenger,9,56,77,30,27,73
Saundra,80,Female,Merchant,28,62,26,3,22,20
Hillary,21,Female,Craftsman,78,15,68,72,67,34
Amie,92,Female,Craftsman,22,18,17,6,24,99
Althea,58,Female,Adventurer,98,57,34,44,83,23
Rosalinda,20,Female,Miner,42,82,12,90,79,83
Jordan,44,Female,Panhandler,31,50,41,44,88,37
Lilia,78,Female,Adventurer,12,32,36,15,71,49
Alana,36,Female,Scavenger,97,19,87,59,8,64
Gay,11,Female,Mercenary,58,4,39,3,69,38
Clare,12,Female,Farmer,60,12,82,30,87,24
Alejandra,95,Female,None,2,67,48,26,56,9
Elinor,95,Female,Scavenger,1,77,52,90,89,75
Michael,52,Female,None,9,24,28,6,66,67
Lorrie,12,Female,Miner,53,48,46,92,36,11
Jerri,62,Female,Adventurer,69,21,93,99,50,57
Darcy,58,Female,Merchant,26,7,66,23,23,76
Tommie,96,Female,Panhandler,22,96,15,38,30,21
Esmeralda,87,Female,Scavenger,47,74,83,7,47,77
Karina,36,Female,None,87,34,32,0,5,23
Eve,21,Female,Farmer,38,47,65,68,57,91
Pearlie,32,Female,Adventurer,47,37,35,1,45,82
Zelma,14,Female,Farmer,57,100,45,30,14,85
Malinda,46,Female,Mercenary,6,75,45,36,16,84
Earnestine,34,Female,Farmer,58,63,25,12,81,54
Carmella,44,Female,Miner,86,19,78,89,76,42
Taylor,46,Female,Adventurer,60,85,24,69,27,99
Noemi,19,Female,Craftsman,91,14,50,37,26,16
Marcie,58,Female,Scavenger,28,54,95,26,97,69
Liza,39,Female,Panhandler,53,29,59,55,79,83
Annabelle,70,Female,Merchant,12,81,2,11,22,17
Louisa,77,Female,Farmer,27,32,84,20,38,27
Earlene,11,Female,Craftsman,83,41,25,3,82,1
John,84,Female,Adventurer,41,80,94,93,66,99
Lakisha,24,Female,Mercenary,83,80,25,1,96,0
Edwina,81,Female,Adventurer,55,16,55,52,94,3
Maricela,60,Female,Scavenger,30,13,25,90,69,56
Margery,97,Female,None,15,31,43,57,41,58
Kenya,69,Female,Craftsman,68,39,67,13,11,39
Dollie,22,Female,Adventurer,68,10,53,67,95,83
Roxie,49,Female,Panhandler,36,36,16,87,45,5
Roslyn,48,Female,Craftsman,84,48,57,60,84,76
Kathrine,95,Female,Adventurer,51,73,31,0,22,28
Nanette,49,Female,Farmer,68,50,31,0,66,58
Charmaine,64,Female,None,62,65,67,34,60,54
Lavonne,20,Female,Adventurer,12,84,46,35,2,39
Ilene,76,Female,None,55,56,39,51,88,6
Kris,36,Female,Craftsman,54,71,8,16,9,24
Tammi,67,Female,Farmer,97,43,46,4,25,47
Suzette,72,Female,Panhandler,8,93,40,20,84,29
Corine,27,Female,None,18,44,89,79,29,90
Mallory,37,Female,Mercenary,28,84,57,64,66,47
Carlene,29,Female,Panhandler,19,96,80,34,11,65
Nita,59,Female,None,10,60,6,55,56,65
Selena,96,Female,Panhandler,89,77,24,71,35,67
Tanisha,58,Female,Farmer,62,82,7,3,47,48
Katy,59,Female,None,62,97,17,18,90,83
Julianne,79,Female,Panhandler,19,31,83,63,61,63
Kaye,58,Female,Adventurer,66,24,84,3,15,62
Jerry,98,Female,Craftsman,98,44,80,64,11,64
Merle,62,Female,Merchant,64,94,22,85,86,92
Chrystal,42,Female,Panhandler,28,80,22,20,64,0
Lina,98,Female,Merchant,68,71,33,90,60,31
Deanne,99,Female,None,84,42,86,71,9,0
Lilian,37,Female,None,2,95,45,95,93,51
Juliana,88,Female,Adventurer,25,21,89,93,14,90
Aline,22,Female,Panhandler,87,54,15,87,24,31
Yesenia,30,Female,Panhandler,34,30,61,93,59,5
Nadia,71,Female,Panhandler,85,85,52,46,29,81
Madge,71,Female,Mercenary,89,3,46,70,52,49
Kathie,11,Female,Mercenary,18,22,75,15,26,71
Eddie,23,Female,Farmer,35,26,91,56,65,4
Ophelia,79,Female,Panhandler,3,87,50,79,76,10
Valeria,38,Female,Craftsman,66,95,35,92,94,87
Nona,41,Female,None,20,50,63,71,4,76
Mitzi,43,Female,Scavenger,3,75,77,96,15,94
Mari,79,Female,Craftsman,0,61,53,61,13,21
Georgette,31,Female,Craftsman,1,55,57,66,85,27
Claudine,74,Female,Scavenger,16,98,21,50,31,30
Fran,73,Female,Farmer,31,78,69,80,72,32
Alissa,13,Female,Merchant,99,84,90,42,54,49
Roseann,37,Female,Scavenger,46,88,31,87,90,84
Lakeisha,77,Female,Miner,49,15,1,85,92,12
Susanna,22,Female,Merchant,36,1,92,43,81,40
Reva,48,Female,None,86,50,76,53,36,59
Luann,52,Female,Miner,76,21,80,2,6,3
Kasey,16,Female,Farmer,55,65,72,68,40,31
Maryanne,11,Female,None,77,63,3,95,45,37
Evangeline,72,Female,None,6,87,18,63,19,44
Colette,27,Female,Mercenary,68,21,4,55,84,3
Melva,54,Female,Scavenger,15,52,16,35,89,83
Lawanda,22,Female,Scavenger,65,27,70,2,88,60
Deidre,13,Female,Craftsman,36,36,42,8,79,28
Chasity,20,Female,Craftsman,56,67,8,93,62,64
Sheree,22,Female,Adventurer,89,76,25,34,22,96
Carly,13,Female,None,13,46,67,81,50,57
James,32,Female,None,45,12,86,22,90,97
Elvia,27,Female,Panhandler,83,18,72,9,83,37
Alyce,75,Female,Craftsman,75,0,8,6,60,64
Deirdre,66,Female,Farmer,22,91,36,60,20,2
Gena,54,Female,None,65,22,80,30,34,73
Briana,78,Female,None,75,36,77,3,89,91
Katelyn,28,Female,Adventurer,32,66,33,9,14,68
Araceli,61,Female,Farmer,61,0,53,55,25,95
Rosanne,20,Female,Scavenger,50,28,62,33,14,33
Wendi,39,Female,Panhandler,85,13,97,21,80,11
Tessa,61,Female,Mercenary,95,37,85,75,82,62
Berta,68,Female,Merchant,100,84,30,66,20,21
Imelda,70,Female,Merchant,16,100,5,10,23,65
Marva,75,Female,Farmer,94,92,0,34,42,53
Marci,28,Female,Craftsman,14,63,75,74,48,36
Marietta,41,Female,Adventurer,45,27,96,90,89,29
Arline,83,Female,Mercenary,11,57,83,15,89,44
Leonor,60,Female,Scavenger,70,50,61,19,64,24
Madelyn,82,Female,Farmer,2,58,59,4,63,26
Sasha,72,Female,Craftsman,44,52,33,57,29,13
Deena,32,Female,Adventurer,98,17,74,77,43,14
Janna,80,Female,Farmer,81,57,49,60,95,63
Juliette,17,Female,Panhandler,60,38,21,94,57,23
Augusta,61,Female,Mercenary,66,67,34,77,38,74
Young,35,Female,None,38,94,80,59,86,33
Liliana,60,Female,Adventurer,5,52,11,56,90,97
Lessie,61,Female,Mercenary,66,96,27,78,65,32
Aurelia,15,Female,Mercenary,70,98,79,24,33,70
Josefa,44,Female,Miner,67,89,32,75,83,48
Christian,46,Female,Adventurer,21,94,8,0,73,89
Anastasia,55,Female,Scavenger,39,58,56,10,50,11
Amalia,25,Female,Panhandler,89,36,33,29,2,52
Natalia,56,Female,Scavenger,68,31,71,36,37,62
Vilma,91,Female,None,6,66,20,61,99,78
Lynnette,24,Female,None,19,98,56,70,67,56
Rosella,25,Female,Panhandler,59,70,78,91,59,13
Savannah,77,Female,Craftsman,81,45,99,76,57,87
Leanna,57,Female,Adventurer,17,18,86,38,7,67
Corina,21,Female,None,1,45,51,38,41,67
Alfreda,31,Female,Farmer,6,0,95,39,21,54
Coleen,62,Female,Miner,8,40,15,58,39,38
Aisha,99,Female,Adventurer,87,41,79,79,19,21
Tamra,31,Female,Mercenary,39,73,91,98,3,62
Carey,33,Female,None,62,38,41,13,4,56
Cherry,37,Female,None,83,72,8,61,97,58
Amparo,52,Female,Panhandler,62,15,22,77,9,32
Rosanna,18,Female,Craftsman,55,14,18,57,78,14
Wilda,85,Female,Mercenary,82,47,5,61,74,96
Mai,38,Female,None,4,69,80,71,44,94
Queen,96,Female,Adventurer,48,28,56,54,7,61
Maura,30,Female,Miner,57,31,66,52,62,5
Karyn,15,Female,Panhandler,14,89,65,17,86,2
Erna,43,Female,Panhandler,58,99,42,60,39,12
Freida,58,Female,Panhandler,26,44,96,94,100,2
Mariana,88,Female,Farmer,16,100,13,15,21,74
Madeleine,79,Female,Panhandler,32,57,52,45,29,26
Enid,31,Female,Miner,84,3,63,15,60,0
Evangelina,30,Female,Craftsman,93,24,40,95,2,38
Hallie,87,Female,Panhandler,8,52,14,52,36,22
Casandra,93,Female,None,14,10,87,17,25,91
Jacklyn,33,Female,Farmer,18,12,55,56,26,6
Bridgett,17,Female,None,37,61,69,71,69,31
Angelita,22,Female,None,21,26,13,44,43,68
Jannie,86,Female,Panhandler,20,84,27,69,94,95
Lacy,68,Female,Craftsman,25,43,14,31,47,99
Juliet,96,Female,Mercenary,89,87,19,63,91,0
Cathryn,97,Female,None,56,93,75,5,18,27
Mara,82,Female,Mercenary,22,38,30,59,43,87
Hester,58,Female,Craftsman,45,61,79,99,50,27
Annmarie,87,Female,Farmer,7,83,66,96,27,8
Lelia,26,Female,Panhandler,89,5,70,20,23,65
Dionne,65,Female,None,54,78,37,82,41,44
Phoebe,62,Female,Adventurer,58,89,17,56,37,62
Katina,67,Female,None,98,59,83,90,89,80
Beryl,93,Female,Scavenger,67,68,54,80,46,49
Diann,68,Female,Mercenary,29,27,58,88,97,35
Millicent,31,Female,Adventurer,51,56,24,26,40,15
Katheryn,52,Female,Miner,93,57,42,71,25,61
Liz,73,Female,Merchant,87,9,35,65,27,35
Carissa,40,Female,Mercenary,58,34,83,32,55,74
Maryellen,27,Female,Mercenary,19,70,74,42,88,5
Lauri,67,Female,Craftsman,35,48,22,49,44,97
Gilda,87,Female,Scavenger,69,21,98,45,98,64
Rhea,94,Female,Adventurer,31,65,19,5,85,54
Helga,77,Female,Merchant,7,29,73,46,57,62
Adrian,16,Female,Scavenger,66,10,62,100,3,0
Hollie,34,Female,Scavenger,0,9,69,89,49,100
Marquita,12,Female,Adventurer,74,0,82,44,55,98
Angelique,96,Female,Merchant,31,87,75,72,81,22
Tisha,32,Female,Adventurer,47,61,23,61,65,78
Tamera,90,Female,Merchant,34,74,87,9,63,7
Kaitlin,26,Female,None,11,32,100,21,78,81
Francesca,79,Female,Merchant,84,17,32,65,32,12
Janell,96,Female,Farmer,91,6,16,18,42,31
Britney,85,Female,Farmer,34,13,58,87,70,4
Ines,37,Female,None,26,1,53,77,75,99
Concetta,99,Female,Miner,11,78,21,100,98,35
Reyna,98,Female,Mercenary,3,86,38,28,60,73
Brigitte,45,Female,Merchant,90,97,83,12,45,41
Alyson,38,Female,Scavenger,49,34,14,82,78,43
Vonda,81,Female,Miner,90,94,35,29,59,16
Lolita,93,Female,Miner,9,100,61,56,4,33
Elba,100,Female,Scavenger,100,1,45,49,76,2
Florine,75,Female,Panhandler,5,62,86,26,96,89
Rowena,19,Female,Farmer,28,20,26,59,32,89
Bertie,13,Female,Miner,17,67,14,13,74,67
Twila,58,Female,Miner,65,16,11,91,43,60
Fanny,57,Female,Merchant,51,1,58,67,25,57
Noelle,81,Female,Farmer,85,83,24,21,68,15
Alba,34,Female,Scavenger,26,58,97,27,64,53
Pansy,71,Female,Merchant,36,44,69,63,80,73
Deann,75,Female,Farmer,72,25,89,69,8,24
Letitia,60,Female,Craftsman,40,42,52,98,56,91
Kitty,86,Female,Scavenger,54,11,56,8,100,38
Leta,64,Female,Miner,39,66,54,76,68,73
Brandie,71,Female,None,33,93,68,99,98,28
Louella,35,Female,Farmer,34,38,6,72,28,10
Sharlene,48,Female,Merchant,33,80,11,42,13,90
Felecia,96,Female,Panhandler,9,86,38,18,24,36
Beverley,99,Female,None,1,13,97,99,94,37
Lesa,46,Female,Scavenger,31,91,46,49,26,26
Jade,35,Female,Panhandler,69,4,97,20,70,24
Denice,18,Female,Adventurer,67,82,80,40,76,87
Germaine,82,Female,Craftsman,77,21,13,54,76,21
Sierra,31,Female,Miner,14,100,34,48,83,72
Michell,62,Female,Miner,53,51,59,33,52,52
Cortney,98,Female,Merchant,4,60,78,13,90,37
Nelly,32,Female,Mercenary,44,80,14,82,83,32
Doretha,21,Female,Craftsman,94,11,15,99,54,86
Sydney,50,Female,Mercenary,11,68,30,96,14,44
Deidra,60,Female,Mercenary,47,8,53,1,5,24
Monika,40,Female,Panhandler,66,73,47,65,26,63
Lashonda,90,Female,Panhandler,51,85,58,89,64,82
Herminia,70,Female,Miner,21,21,52,5,6,45
Robert,48,Female,Miner,53,80,84,17,43,82
Isabella,93,Female,Merchant,63,89,52,2,7,61
Celina,97,Female,Panhandler,9,20,76,45,19,26
Terra,96,Female,Merchant,58,12,69,73,75,72
Octavia,37,Female,Panhandler,28,78,54,76,11,100
Tori,98,Female,None,48,1,33,61,42,81
Leeann,44,Female,None,99,90,41,62,90,70
Elisha,48,Female,Merchant,64,46,30,65,71,41
Dessie,18,Female,Farmer,32,76,49,46,48,2
Libby,92,Female,Scavenger,49,41,96,45,0,24
Antionette,34,Female,Mercenary,54,98,23,3,56,39
Judi,80,Female,Farmer,52,20,42,59,86,47
Chelsey,59,Female,Adventurer,84,40,3,39,14,47
Bobby,56,Female,Panhandler,78,100,82,18,25,56
Margot,15,Female,Adventurer,34,38,0,55,39,71
Adelaide,50,Female,Panhandler,33,61,4,35,96,66
Nan,17,Female,Adventurer,70,10,98,68,84,55
Gayla,18,Female,None,0,45,15,42,44,68
Kathi,14,Female,Adventurer,56,18,39,2,76,46
Latanya,99,Female,Merchant,8,100,92,38,80,48
Mina,20,Female,Merchant,58,57,88,0,66,23
Mellisa,18,Female,Craftsman,87,3,70,7,62,17
Kimberlee,47,Female,Miner,60,67,38,30,1,79
Jasmin,28,Female,None,35,17,70,60,55,95
Renae,58,Female,Adventurer,60,77,15,94,83,24
Zelda,51,Female,Scavenger,63,68,99,52,30,61
Elda,76,Female,Scavenger,78,55,85,0,8,50
Ma,65,Female,None,25,1,30,65,33,85
